rating,content,userName,at,reviewCreatedVersion
3,"Все шансы были обойти я. музыку за счёт большого количества песен, которые удалены у конкурента из-за отсутствия прав, но какого-то чёрта зацензурены иностранные треки, и из-за этого невыносимо их слушать зачастую. Как минимум большая часть треков Drake зацензурирована.",Даниил Михайлов,2026-06-13 21:13:19,4.109.0
5,"приложение просто вауу,рекомендую всем меломаном и не только подберёт песни под вас и под ваше настроение!!! Пользуется все мои кенты и знакомые)",Liza,2026-06-13 20:53:01,4.109.0
5,Приложение- как надо 😎,Евгений Белобородов,2026-06-13 20:36:14,4.109.0
5,очень прикольное приложение пользовалась 30 дней очень понравилось,Olga,2026-06-13 20:02:22,4.109.0
2,"понять не могу, то ли я что-то не то делаю то ли вы, выбираю весёлую музыку, первый трек всё ок а дальше депрессия одна, не знаю как с этим бороться и как этим звуком пользоваться. Ах да, когда слушаю на телефоне вроде более менее подбирает, а вот как только подключаюсь к колонке так и начинается депресуха",Антон Карагаев,2026-06-13 17:32:08,4.109.0
1,мне не нравится,Екатерина Волдаева,2026-06-13 15:20:53,4.109.0
1,все ужасно в тот раз взяла подписку на месяц она взяла и закончилась оплатить не могу 😒,Картина Сергеева,2026-06-13 13:04:51,4.109.0
5,хорошо👍,Kostya Bortnak,2026-06-13 12:24:26,4.109.0
2,песни из сказанного периодически пропадают. через какое-то время возвращаются. лучше пользоваться другим приложением.,Дмитрий Комлев,2026-06-13 07:53:14,4.109.0
5,приложение ну по крайней мере мне нравится (минусы есть но незначительные например нельзя перемешать свой плейлист так чтоб музыка шла по разному а не так как ты их нашло по порядку ) нельзя поменять картинку на твоем плейлисте (ну например мне не нравится сирдечько которое там)ну я пока не знаю что ещё добавить ˃ 𖥦 ˂,Саша,2026-06-13 06:15:20,4.109.0
1,"приложение отличное,но за что одна звезда?из за того что без подписки приложение просто неработет!нельзя послушать музыку в фоне!нельзя скачивать без интернета!без подписки это просто ужасное приложение!",Tapok,2026-06-13 05:32:48,
2,"честно много минусов! 1) приложение не с того не с всего начало быть платной,хотя у моей подруги бесплатно!!! она не платила! 2) музыка ужас 3) не могла найти песню..",GARILA,2026-06-13 04:22:43,
1,донатная помойка,Dmitrij Radostev,2026-06-13 04:12:55,
5,"Хорошее приложение. Не всё можно найти, но это относится к нишевым группам и проектам. А так, зачёт.",Альберт Д.,2026-06-13 02:15:00,4.109.0
4,"Звук очень нравится мне. Но наблюдается одна проблема. При запуске ""звук"" через головное устройство автомобиля ( андроид) , пропадает звук на задних динамиках, а на передних воспроизводится очень тихо. Для восстановления работы всех 4х динамиков требуется перезагрузка устройства. Этот момент очень огорчает.",Ильгиз Байгильдин,2026-06-13 01:34:45,4.108.0
5,всë неплохо но нет поиска похожих по исполнителю,Михаил Алтухов,2026-06-13 00:47:29,4.109.0
1,задолбали рекламой своей🤨🤨🤨🤨,Александр Марченко,2026-06-13 00:35:33,
5,"Отличное приложение, широкий и удобный функционал",itz ouuch,2026-06-13 00:04:52,4.109.0
4,"всë прекрасно, но есть не все песни это единственный минус",Эмилия,2026-06-12 22:52:46,4.109.0
5,"Приложение довольно хорошее. Пользовалась пару раз, понравилось.",Алёна Долженкова,2026-06-12 20:34:39,4.109.0
2,"не возможно авторизоваться в Беларуси.Не приходит код подтверждения 😔Спасибо разработчикам за обратную связь,буду ждать возможность пользоваться приложением.",Юрий,2026-06-12 19:13:41,4.109.0
5,🔥,Радмила Габбасова,2026-06-12 17:36:25,
5,Удобное приложение! Работает без ошибок и вылетов) Рекомендую к пользованию!,Беззымяный Пользователь,2026-06-12 17:22:54,4.109.0
1,"Снова сбоит, не воспроизводит треки.",pivandopolice,2026-06-12 14:34:52,4.109.0
2,"отстой, без подписки не работает.",алексей кряжев,2026-06-12 11:59:47,4.93.0
1,просит сбер id уж не буду деньги тратить,Vano,2026-06-12 11:04:16,
4,"Хотелось бы, что бы было как с ВК музыкой, когда сервисом можно пользоваться бесплатно, но с некоторыми ограничениями в виде рекламы или лимитом каким-нибудь, а ещё лучше бы добавить отдельную подписку на сервис. А ещё было бы классно регистрироваться не только через СБЕР ID, а например, через почту, а также дать возможность выкладывать пользовательские треки, как в саундклауде примерно, кастомизацию плейлистов, поддержку текстов, комментарии и счётчик лайков/дизлайков под треками",Даниил Чепуха,2026-06-12 05:37:17,4.98.1
5,"Великолепно. Алгоритмы гораздо лучше мтс и яндекса. Добавьте радио Гордость, пожалуйста!",Виталий Куликов,2026-06-12 03:13:50,4.109.0
1,не понимаю как слушать музыку бесплатно (,Дарья,2026-06-12 00:05:22,4.109.0
5,"очень удобное приложение,советую.",Станислава,2026-06-11 23:24:13,4.109.0
5,"пока все нравится! все новинки и релизы зарубежных, как известных, так и независимых есть, как и в спотике. Не хватает конечно в интерфейсе коротких видосов к песням и клипов. В целом это как русская альтернатива Spotify. Мне очень нравится, остаётся только ещё добавить аналитики и прослушивания под треками и делать топы недель или всего периода",Сергей «Darkhold» Сизов,2026-06-11 21:41:06,4.109.0
3,музыка сама скачивается когда не захожу в приложение,Яна,2026-06-11 20:40:14,4.109.0
5,"Пользуюсь уже год. Музыка играет без пауз, качество звука просто кристальное, даже в обычных наушниках. Очень удобный интерфейс — всё под рукой, ничего не теряется. Теперь дорога на работу и тренировки проходят в свое удовольствие.",Эмилия Ахметшина,2026-06-11 17:03:01,4.109.0
5,дорого как почка+годовой подписки нету,Ilia,2026-06-11 16:27:55,4.109.0
1,"удалите обязательную подписку, она бесит. Пока не удалите не уберу 1 звезду",Сергей Найденов,2026-06-11 16:10:28,4.109.0
5,"прекрасное приложение,но единственный минус что нету множества треков",владимир савченко,2026-06-11 15:39:56,4.109.0
4,"Добрый день. После многих лет использования Яндекс Музыки начал присматриваться к вашему приложению. Сделайте, пожалуйста, приложение для Mac.  И функцию продления волны при переходе с одного устройства на другое, например, со смартфона на Mac. В остальном ваше приложение очень классное.  Очень удобная вкладка Мое. Пожалуйста, не экспериментируйте с настройкой волны, как это сделал Яндекс. Желаю вам развития. Спасибо за внимание)",Сергей Попсулин,2026-06-11 14:48:12,4.109.0
5,мне очень нравится приложение потомучто оно очень удобное,Миша Барышников,2026-06-11 14:43:52,
4,"ставлю ""без слов"" и мне сразу же песню со словами подсовывают",Станислав Шульц,2026-06-11 12:32:30,4.109.0
5,"очень слэйно, мне нрав",Маргарита,2026-06-11 12:29:40,4.108.0
