rating,content,userName,at,reviewCreatedVersion
1,"После закона о цензуре вк музыка получила вторую жизнь с перезаливами от пользователей треков без цензуры. Также сделали плавный переход как в Яндексе, ещё бы десктопную версию сделали и микс починили на версии для сайта и не было бы вопросов вообще. Ну и хотелось бы текст песен по плавнее, и приколюху с отрезком клипа на заднем плане как у спотифая и яндекса соответственно) Предыдущие баги со скачкой треков починили, и синхронизацию треков тоже) UPD:ЦЕНЗУРУ ДАЖЕ НА СОХРАНЁННЫЕ ТРЕКИ СДЕЛАЛИ!!!",Koval Stas,2026-06-13 13:45:16,
1,"Скачал чтобы слушать музыку, а не рекламу, по итогу появилась отталкивающая реклама в самой музыке из-за чего удалил без раздумий.",Асхат Газизов,2026-06-13 13:31:40,
5,все четка только убирать пики в музыки поже,Просто Саня,2026-06-13 13:07:47,
1,"это какой то прикол с невозможностью слушать музыку на фоне? ещё и с работающим VPN не работает, это вообще нонсенс",Косоглазый Котик,2026-06-13 12:39:08,8.28
5,очень хорошее предложение,Анна Шевченко,2026-06-13 11:53:38,8.28
4,песни всë работает но я хочю слушать песни вне в приложение типо в игре играть и включить музыку,Вера Карнабеда,2026-06-13 07:11:17,8.28
5,отлично,Ruslan,2026-06-13 06:46:50,
5,прекрасное приложение,Влад Костюк,2026-06-13 06:34:01,8.28
1,просто отключается музыка каждые 40 секунд,YØUR ÐΣΔŦH,2026-06-13 05:30:35,8.28
2,"Само приложение - более менее нормальное, хотя пару лет назад его испортили, полностью поменяв интерфейс. Но вот сервис - бесполезный. Без подписки нельзя слушать музыку в фоне или с выключенным экраном - какие то проблемы? Неужели это так сложно? Нельзя скачивать треки - тоже ужас.",Avorodz,2026-06-13 03:57:29,8.13
5,супер💞💞💞💞,Ирина Мельникова,2026-06-13 02:27:41,8.27
5,🥰,Юрий Пушков,2026-06-13 02:04:46,8.28
5,😁👍,Денис Ясеновой,2026-06-13 01:43:00,8.28
1,очень плохо войти не смог,Тигран Парсилян,2026-06-12 23:52:06,
4,"Приложение крутое, доступно без интернета. Однако подписка стоит дорого. Можно хотя бы добавить фоновый режим в бесплатную версию. Потому что например ты вот бегаешь и тебе придется включать каждый раз телефон, чтобы снова играла музыка. Ставлю пока 4 звезды.",Leca Temlyantseva,2026-06-12 23:13:38,8.28
5,круто самое лучшее приложение для меня 👍👍👍👍,Ифтихор Зулыикоров,2026-06-12 23:09:01,8.28
1,"после обновления интерфейса на интерфейс основного VK, нет желания больше платить за подписку. ps. после последнего обновления акканут стал вылетать каждые 2 часа, это самое худшее приложение для музыки, лучше скачайте впн, оплатите его и слушайте музыку где угодно но не тут.",all even,2026-06-12 22:53:34,8.28
1,"инвалиды которые создавали алгоритмы для вк микса, вообще не понимают что мне не по кайфу слушать одно и то же на протяжении полугода и не надо мне пихать эти одинаковые треки, и вообще микс я слушаю для того чтобы пополнить свой плейлист чем то новым, а не чтоб слушать в сотый раз трек который я уже добавил",Leha Geymer,2026-06-12 22:27:20,
5,очень хорошие треки с хорошим качеством спасибо,Igor,2026-06-12 21:47:49,8.28
3,"Приложение мне нравится, я всегда нахожу в нём музыку, которую хотела послушать. Однако есть несколько моментов, которые меня не устраивают. Во-первых, чтобы скачать музыку, нужно оформить подписку. Это вызывает недоумение: почему за то, что ты любишь, нужно платить? Во-вторых, кроме того, когда я перехожу в другое приложение, музыка сразу исчезает. Это тоже непонятно. Получается, вы получаете доход не от своей музыки!",Мария Абушкевич,2026-06-12 21:35:11,
4,"все было отлично,но после обновления не могу найти похожие на прослушанные,кому это мешало и зачем убрали хз",Dag,2026-06-12 20:27:37,8.28
5,самое отличное приложение.Мне оно очень нравится,Макс,2026-06-12 17:52:37,
4,не вся музыка есть,Машуля,2026-06-12 17:44:35,
5,да пойдет,Александр Александрович,2026-06-12 16:50:56,8.28
5,Можете добавить в приложение если есть Маруся то можно нажать включить на Марусе это будет очень удобно!,Максим Харин,2026-06-12 16:30:06,8.28
3,"Исправлю отзыв, если будет какой нибудь фикс Вместо утренней зарядки сейчас пишу этот отзыв, потому что через приложение пропала возможность слушать миксы по жанрам и по вайбу (утро, вечеринка, работа и тд). На компьютере все еще есть через веб-интерфейс такая возможность. Куда делось на телефоне? Зачем убрали? Я не знаю как другие пользователи, но я за то чтоб вернули эту функцию. Я не люблю миксы по артистам, но сейчас я не могу выбрать ничего кроме этого и микса по настроению",sveti,2026-06-12 15:09:23,8.28
1,"кал лютый! для него впн нужен? вечно что-то с интернетом...последнюю неделю вообще не возможно запустить, что-то с интернетом, что-то с интернетом...",Семен,2026-06-12 15:08:47,8.28
3,почему когда выключаешь телефон выключается музыка?,milaaa,2026-06-12 15:00:23,
1,почему перестал работать поиск? почему приложение стало вылетать? за что мы платим деньги?,Евгений,2026-06-12 14:54:49,
